"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Aǧaoǧullari D.; Kel D.; Gökçe H.; Duman I.; Öveçoǧlu M.L.; Akarsubaşi A.T.; Bilgiç D.; Oktar F.N.","Aǧaoǧullari, D. (34879442800); Kel, D. (54398779400); Gökçe, H. (6701327427); Duman, I. (6602350275); Öveçoǧlu, M.L. (7004238359); Akarsubaşi, A.T. (9939431500); Bilgiç, D. (6507847504); Oktar, F.N. (6603890996)","34879442800; 54398779400; 6701327427; 6602350275; 7004238359; 9939431500; 6507847504; 6603890996","Bioceramic production from sea urchins","2012","Acta Physica Polonica A","121","1","","23","26","3","35","10.12693/aphyspola.121.23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856094589&doi=10.12693%2faphyspola.121.23&partnerID=40&md5=5a717bb07987a5d2157490d78fbc34a1","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84856094589"
"Pauly D.","Pauly, Daniel (7007030396)","7007030396","Having to science the hell out of it","2016","ICES Journal of Marine Science","73","9","","2156","2166","10","6","10.1093/icesjms/fsw045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990932678&doi=10.1093%2ficesjms%2ffsw045&partnerID=40&md5=bf1a9244e8d98711b12464a3935af1f9","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84990932678"
"Ainley D.G.; Pauly D.","Ainley, David G. (7003309400); Pauly, Daniel (7007030396)","7003309400; 7007030396","Fishing down the food web of the Antarctic continental shelf and slope","2014","Polar Record","50","1","","92","107","15","59","10.1017/S0032247412000757","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890530068&doi=10.1017%2fS0032247412000757&partnerID=40&md5=17c9e45ff2c13f65ef26a6dd3b79eca4","Article","Final","","Scopus","2-s2.0-84890530068"
"Noseworthy R.G.; Hong H.-K.; Keshavmurthy S.; Lee H.-J.; Jeung H.-D.; Ju S.-J.; Kim J.-B.; Jung S.; Choi K.-S.","Noseworthy, Ronald G. (26537800700); Hong, Hyun-Ki (55864629600); Keshavmurthy, Shashank (36717627400); Lee, Hee-Jung (36663660000); Jeung, Hee-Do (51863802600); Ju, Se-Jong (7101829015); Kim, Jong-Bin (57207437023); Jung, Sukgeun (7403676705); Choi, Kwang-Sik (23021001900)","26537800700; 55864629600; 36717627400; 36663660000; 51863802600; 7101829015; 57207437023; 7403676705; 23021001900","An assemblage of mollusks associated with the high latitude scleractinian coral Alveopora japonica (Eguchi 1968) in Jeju Island, off the south coast of Korea","2016","Ocean Science Journal","51","1","","21","31","10","8","10.1007/s12601-016-0003-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962193035&doi=10.1007%2fs12601-016-0003-2&partnerID=40&md5=db6c4755959819d2b5171a3fd6cd54e8","Article","Final","","Scopus","2-s2.0-84962193035"
"Grüss A.; Babcock E.A.; Sagarese S.R.; Drexler M.; Chagaris D.D.; Ainsworth C.H.; Penta B.; De Rada S.; Sutton T.T.","Grüss, Arnaud (35784242000); Babcock, Elizabeth A. (7003981642); Sagarese, Skyler R. (35293547300); Drexler, Michael (55697939300); Chagaris, David D. (56150981800); Ainsworth, Cameron H. (8728699400); Penta, Bradley (9244665700); De Rada, Sergio (57191828300); Sutton, Tracey T. (7102027540)","35784242000; 7003981642; 35293547300; 55697939300; 56150981800; 8728699400; 9244665700; 57191828300; 7102027540","Improving the spatial allocation of functional group biomasses in spatially-explicit ecosystem models: Insights from three Gulf of Mexico models","2016","Bulletin of Marine Science","92","4","","473","496","23","24","10.5343/bms.2016.1057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993949876&doi=10.5343%2fbms.2016.1057&partnerID=40&md5=b675c5a20778abb1e92f016712708c46","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84993949876"
"Sardenne F.; Hollanda S.; Lawrence S.; Albert-Arrisol R.; Degroote M.; Bodin N.","Sardenne, Fany (56115646600); Hollanda, Stephanie (56943483900); Lawrence, Sabrena (57194544633); Albert-Arrisol, Rona (57194544194); Degroote, Maxime (56943315200); Bodin, Nathalie (55879231600)","56115646600; 56943483900; 57194544633; 57194544194; 56943315200; 55879231600","Trophic structures in tropical marine ecosystems: a comparative investigation using three different ecological tracers","2017","Ecological Indicators","81","","","315","324","9","20","10.1016/j.ecolind.2017.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020752029&doi=10.1016%2fj.ecolind.2017.06.001&partnerID=40&md5=51b95fe934c50e45ea2d3f3f36fb633d","Article","Final","","Scopus","2-s2.0-85020752029"
"Nimbs M.J.; Willan R.C.; Smith S.D.A.","Nimbs, Matt J. (57190140207); Willan, Richard C. (6701887271); Smith, Stephen D.A. (7406652055)","57190140207; 6701887271; 7406652055","Is Port Stephens, eastern Australia, a global hotspot for biodiversity of Aplysiidae (Gastropoda: Heterobranchia)?","2017","Molluscan Research","37","1","","45","65","20","17","10.1080/13235818.2016.1207280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982111958&doi=10.1080%2f13235818.2016.1207280&partnerID=40&md5=5f8be5cd52c6ecd642b23aa867e013ba","Article","Final","","Scopus","2-s2.0-84982111958"
"Manaa A.A.; Jones B.G.; McGregor H.V.; Zhao J.-X.; Price D.M.","Manaa, Ammar A. (57214223692); Jones, Brian G. (57211450956); McGregor, Helen V. (7003370456); Zhao, Jian-xin (7410309839); Price, David M. (7403719577)","57214223692; 57211450956; 7003370456; 7410309839; 7403719577","Dating Quaternary raised coral terraces along the Saudi Arabian Red Sea coast","2016","Marine Geology","374","","","59","72","13","24","10.1016/j.margeo.2016.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958818147&doi=10.1016%2fj.margeo.2016.02.002&partnerID=40&md5=132b079129fa4509252d826089ac4408","Article","Final","","Scopus","2-s2.0-84958818147"
"Vaughan D.B.; Grutter A.S.; Hutson K.S.","Vaughan, David B. (31367774800); Grutter, Alexandra S. (7003634149); Hutson, Kate S. (8862152400)","31367774800; 7003634149; 8862152400","Cleaner shrimp remove parasite eggs on fish cages","2018","Aquaculture Environment Interactions","10","","","429","436","7","12","10.3354/AEI00280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062061078&doi=10.3354%2fAEI00280&partnerID=40&md5=e04e365ac70c546101171965b8bbb6fd","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85062061078"
"Mytilineou C.; Akel E.H.K.; Babali N.; Balistreri P.; Bariche M.; Boyaci Y.Ö.; Cilenti L.; Constantinou C.; Crocetta F.; Çelik M.; Dereli H.; Dounas C.; Durucan F.; Garrido A.; Gerovasileiou V.; Kapiris K.; Kebapcioglu T.; Kleitou P.; Krystalas A.; Lipej L.; Maina I.; Marakis P.; Mavric B.; Moussa R.; Peña-Rivas L.; Poursanidis D.; Renda W.; Rizkalla S.I.; Rosso A.; Scirocco T.; Sciuto F.; Servello G.; Tiralongo F.; Yapici S.; Zenetos A.A.","Mytilineou, Ch (7006759228); Akel, E.H.K. (56278385900); Babali, N. (57195135227); Balistreri, P. (6507142207); Bariche, M. (9273993700); Boyaci, Y.Ö. (16634697200); Cilenti, L. (8653194900); Constantinou, C. (57195130974); Crocetta, F. (8593775700); Çelik, M. (57132183200); Dereli, H. (56449396400); Dounas, C. (6602318052); Durucan, F. (55598315700); Garrido, A. (57192540740); Gerovasileiou, V. (55313619300); Kapiris, K. (55948877000); Kebapcioglu, T. (45861417000); Kleitou, P. (57023922900); Krystalas, A. (57195135239); Lipej, L. (6506646604); Maina, I. (55599663500); Marakis, P. (57195128827); Mavric, B. (25823130300); Moussa, R. (56055461000); Peña-Rivas, L. (55599990500); Poursanidis, D. (36085250400); Renda, W. (56149156600); Rizkalla, S.I. (54885507200); Rosso, A. (7005750994); Scirocco, T. (8653194800); Sciuto, F. (6506714343); Servello, G. (57194070608); Tiralongo, F. (57217980883); Yapici, S. (36639049200); Zenetos, A.A. (6701722149)","7006759228; 56278385900; 57195135227; 6507142207; 9273993700; 16634697200; 8653194900; 57195130974; 8593775700; 57132183200; 56449396400; 6602318052; 55598315700; 57192540740; 55313619300; 55948877000; 45861417000; 57023922900; 57195135239; 6506646604; 55599663500; 57195128827; 25823130300; 56055461000; 55599990500; 36085250400; 56149156600; 54885507200; 7005750994; 8653194800; 6506714343; 57194070608; 57217980883; 36639049200; 6701722149","New mediterranean biodiversity records (November, 2016)","2016","Mediterranean Marine Science","17","3","","794","821","27","47","10.12681/mms.1976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025683855&doi=10.12681%2fmms.1976&partnerID=40&md5=d1378e8afcb69241267862c9000f5d07","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85025683855"
"Fortibuoni T.; Giovanardi O.; Pranovi F.; Raicevich S.; Solidoro C.; Libralato S.","Fortibuoni, Tomaso (24922991300); Giovanardi, Otello (6603143875); Pranovi, Fabio (6603162433); Raicevich, Saša (6506841699); Solidoro, Cosimo (56033907500); Libralato, Simone (12142364900)","24922991300; 6603143875; 6603162433; 6506841699; 56033907500; 12142364900","Analysis of long-term changes in a mediterranean marine ecosystem based on fishery landings","2017","Frontiers in Marine Science","4","FEB","33","","","","40","10.3389/FMARS.2017.00033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020191024&doi=10.3389%2fFMARS.2017.00033&partnerID=40&md5=c95a44e3b30254741aaa3d8379afcae0","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85020191024"
"Quimpo T.J.R.; Cabaitan P.C.; Olavides R.D.D.; Dumalagan E.E., Jr.; Munar J.; Siringan F.P.","Quimpo, Timothy Joseph R. (57202072379); Cabaitan, Patrick C. (23479329600); Olavides, Ronald Dionnie D. (55932166000); Dumalagan, Edwin E. (57202071673); Munar, Jeffrey (57202079680); Siringan, Fernando P. (6602595586)","57202072379; 23479329600; 55932166000; 57202071673; 57202079680; 6602595586","Preliminary observations of macrobenthic invertebrates and megafauna communities in the upper mesophotic coral ecosystems in apo reef natural park, philippines","2018","Raffles Bulletin of Zoology","66","","","1","11","10","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047077312&partnerID=40&md5=c8ad03b6f0abfa1daa6f68be90de3321","Article","Final","","Scopus","2-s2.0-85047077312"
"Grüss A.; Thorson J.T.; Babcock E.A.; Tarnecki J.H.","Grüss, Arnaud (35784242000); Thorson, James T. (26538936900); Babcock, Elizabeth A. (7003981642); Tarnecki, Joseph H. (55330522900)","35784242000; 26538936900; 7003981642; 55330522900","Producing distribution maps for informing ecosystem-based fisheries management using a comprehensive survey database and spatio-temporal models","2018","ICES Journal of Marine Science","75","1","","158","177","19","28","10.1093/icesjms/fsx120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041287308&doi=10.1093%2ficesjms%2ffsx120&partnerID=40&md5=99c125a58452afbc97e17882716a0c24","Article","Final","","Scopus","2-s2.0-85041287308"
"Vartak V.R.; Rajendran N.; Lakra W.S.","Vartak, Vivek Rohidas (6508362305); Rajendran, N. (57206031473); Lakra, Wazir S. (6603762132)","6508362305; 57206031473; 6603762132","Classical taxonomy and 16S rRNA gene marker confirmed first record of the Menippid crab Menippe rumphii (Fabricius, 1798) from the West coast of India","2015","Indian Journal of Geo-Marine Sciences","44","1","","76","82","6","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978942668&partnerID=40&md5=b2c5f1b8f4ff09043516bbc267d7d54a","Article","Final","","Scopus","2-s2.0-84978942668"
"Mazzei E.F.; Bertoncini A.A.; Pinheiro H.T.; Machado L.F.; Vilar C.C.; Guabiroba H.C.; Costa T.J.F.; Bueno L.S.; Santos L.N.; Francini-Filho R.B.; Hostim-Silva M.; Joyeux J.-C.","Mazzei, E.F. (39061870500); Bertoncini, A.A. (16021568600); Pinheiro, H.T. (34768994100); Machado, L.F. (13609311300); Vilar, C.C. (36667595300); Guabiroba, H.C. (57191911901); Costa, T.J.F. (56221880800); Bueno, L.S. (56222490500); Santos, L.N. (35761037400); Francini-Filho, R.B. (6507776920); Hostim-Silva, M. (6507465318); Joyeux, J.-C. (6603478244)","39061870500; 16021568600; 34768994100; 13609311300; 36667595300; 57191911901; 56221880800; 56222490500; 35761037400; 6507776920; 6507465318; 6603478244","Newly discovered reefs in the southern Abrolhos Bank, Brazil: Anthropogenic impacts and urgent conservation needs","2017","Marine Pollution Bulletin","114","1","","123","133","10","43","10.1016/j.marpolbul.2016.08.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994718570&doi=10.1016%2fj.marpolbul.2016.08.059&partnerID=40&md5=ecf0c914eed5242fb956ecf8e66be9e6","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84994718570"
"Karachle P.K.; Corsini Foka M.; Crocetta F.; Dulčić J.; Dzhembekova N.; Galanidi M.; Ivanova P.; Shenkar N.; Skolka M.; Stefanova E.; Stefanova K.; Surugiu V.; Uysal I.; Verlaque M.; Zenetos A.","Karachle, Paraskevi K. (24069099400); Corsini Foka, Maria (28267578600); Crocetta, Fabio (8593775700); Dulčić, Jakov (7004189198); Dzhembekova, Nina (57190374263); Galanidi, Marika (6507832698); Ivanova, Petya (8598841700); Shenkar, Noa (8615703800); Skolka, Marius (55507947800); Stefanova, Elitsa (57212217401); Stefanova, Kremena (26642797200); Surugiu, Victor (24512454300); Uysal, Irfan (57202151556); Verlaque, Marc (56014038100); Zenetos, Argyro (6701722149)","24069099400; 28267578600; 8593775700; 7004189198; 57190374263; 6507832698; 8598841700; 8615703800; 55507947800; 57212217401; 26642797200; 24512454300; 57202151556; 56014038100; 6701722149","Setting-up a billboard of marine invasive species in the esenias area: Current situation and future expectancies; [Uspostavljanje popisa morskih invazivnih vrsta u ESENIAS području: Sadašnja situacija i buduća očekivanja]","2017","Acta Adriatica","58","3","","429","458","29","37","10.32582/aa.58.3.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047326949&doi=10.32582%2faa.58.3.4&partnerID=40&md5=d6165905cff8925d6805a5ad8682c87a","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85047326949"
"Sawant D.; Kelkar J.; Rasam P.; Datar A.; Hase P.; Handique D.; Bhone A.; Chiplunkar S.; Hate M.","Sawant, Durvesh (57194386946); Kelkar, Jitendra (57194379534); Rasam, Pratap (57194384832); Datar, Ajit (55521037400); Hase, Prashant (57194396848); Handique, Dheeraj (57194394925); Bhone, Ankush (57194384424); Chiplunkar, Sanket (57194387650); Hate, Manish (55369469000)","57194386946; 57194379534; 57194384832; 55521037400; 57194396848; 57194394925; 57194384424; 57194387650; 55369469000","Fast gas chromatography with tandem mass spectrometry analysis of selected persistent organic pollutants and organophosphorus and synthetic pyrethroid pesticides in Indian prawn (Fenneropenaeus indicus) in compliance with the EU-MRLs","2017","Journal of AOAC International","100","3","","610","615","5","4","10.5740/jaoacint.17-0062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019898644&doi=10.5740%2fjaoacint.17-0062&partnerID=40&md5=1688c194699310c6058234f86efa9155","Conference paper","Final","","Scopus","2-s2.0-85019898644"
"Goldsmit J.; Archambault P.; Howland K.L.","Goldsmit, Jesica (25630354500); Archambault, Philippe (7004147881); Howland, Kimberly L. (6701805429)","25630354500; 7004147881; 6701805429","Establishing a baseline for early detection of non-indigenous species in ports of the Canadian Arctic","2014","Aquatic Invasions","9","3","","327","342","15","26","10.3391/ai.2014.9.3.08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907272611&doi=10.3391%2fai.2014.9.3.08&partnerID=40&md5=5b870221bc0130f0b3e6808451fe9907","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84907272611"
"Inniss L.; Simcock A.","Inniss, Lorna (55810432800); Simcock, Alan (57188854515)","55810432800; 57188854515","The first global integrated marine assessment: World ocean assessment i","2017","The First Global Integrated Marine Assessment: World Ocean Assessment I","","","","1","973","972","18","10.1017/9781108186148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048586838&doi=10.1017%2f9781108186148&partnerID=40&md5=cb7eed1947cc1de047bdd68f38dc31e5","Book","Final","","Scopus","2-s2.0-85048586838"
"Melnychuk M.C.; Essington T.E.; Branch T.A.; Heppell S.S.; Jensen O.P.; Link J.S.; Martell S.J.D.; Parma A.M.; Pope J.G.; Smith A.D.M.","Melnychuk, Michael C. (7801548640); Essington, Timothy E. (6603663413); Branch, Trevor A. (6701718865); Heppell, Selina S. (6701541192); Jensen, Olaf P. (9242529900); Link, Jason S. (7201514154); Martell, Steven J.D. (6603738754); Parma, Ana M. (7004621551); Pope, John G. (7202650130); Smith, Anthony D.M. (55740320800)","7801548640; 6603663413; 6701718865; 6701541192; 9242529900; 7201514154; 6603738754; 7004621551; 7202650130; 55740320800","Can catch share fisheries better track management targets?","2012","Fish and Fisheries","13","3","","267","290","23","79","10.1111/j.1467-2979.2011.00429.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862559732&doi=10.1111%2fj.1467-2979.2011.00429.x&partnerID=40&md5=bbff2dcb9f5add75190b6f4f41a1d7d6","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84862559732"
"Keskin Ç.; Pauly D.","Keskin, Çetin (6602912420); Pauly, Daniel (7007030396)","6602912420; 7007030396","Reconciling trends of mean trophic index and Mean Temperature of the Catch in the Eastern Mediterranean and Black Seas","2018","Mediterranean Marine Science","19","1","","79","83","4","7","10.12681/mms.1882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049004876&doi=10.12681%2fmms.1882&partnerID=40&md5=7547d4b31ddc25053f43a0b1919197cb","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85049004876"
